method_or_rung,metric,n_seeds,higher_is_better,final_window_mean_iqm,final_window_mean_ci_lo,final_window_mean_ci_hi,final_window_mean_mean,final_window_mean_std,best_iqm,best_ci_lo,best_ci_hi,best_mean,best_std
hcmarl,actor_loss,10,False,-0.0027821545000000004,-0.00297909882,-0.0024264075,-0.0026901802,0.00036542443631049705,-0.09969675,-0.10183519999999999,-0.0976506,-0.100711,0.004810164099764858
hcmarl,constraint_recovery_time,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,cost_critic_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,cost_ema,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hcmarl,critic_loss,10,False,6.693414844,6.229668161333334,7.058205638,6.661563115200001,0.5266377857260192,3.1803555,3.0139628,3.2279526000000005,3.1227753,0.15140082826432033
hcmarl,cumulative_cost,10,False,22.094500000000004,21.046,25.048400000000004,22.8992,2.6260155199676776,0.0,0.0,0.0,0.0,0.0
hcmarl,cumulative_reward,10,True,-1385.9073761205,-1399.39146068,-1381.3014687348,-1389.5363964722,12.641179530920244,-1275.8854420000002,-1277.86341075,-1274.4919866,-1276.2516734,2.3875524216567823
hcmarl,ecbf_interventions,10,False,10358.2745,10357.390666666666,10359.381731428572,10357.8984,2.200921786686572,6745.25,6518.833333333333,6814.857142857143,6693.0,180.62053531583217
hcmarl,entropy,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,forced_rest_rate,10,,0.8119246905,0.8118556835833334,0.811993091,0.81189413,0.00016378918855926815,nan,nan,nan,nan,nan
hcmarl,jain_fairness,10,True,0.9999990375000002,0.9999990023333335,0.9999991450166668,0.9999990666000003,8.233292844845658e-08,1.0,1.0,1.0,1.0,0.0
hcmarl,lambda,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,lazy_agent_flag,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hcmarl,peak_fatigue,10,False,0.694798026865,0.694614326564,0.69494791603,0.6947574521420001,0.00024529881307380357,0.653401055,0.6501248399999999,0.656481675,0.6532384170000001,0.003948576939928429
hcmarl,per_agent_entropy_mean,10,,0.31800696,0.3177802415,0.3182809312,0.31804690739999997,0.0003706687760959865,nan,nan,nan,nan,nan
hcmarl,per_agent_entropy_min,10,,0.31533934900000005,0.315093744,0.3154097615,0.31533939780000003,0.0003504527847373802,nan,nan,nan,nan,nan
hcmarl,policy_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,safety_autonomy_index,10,,0.336593241,0.33656779228571426,0.336618257,0.3365932532,3.153137452973214e-05,nan,nan,nan,nan,nan
hcmarl,safety_rate,10,True,0.9651197979999999,0.9615583366666667,0.967407504,0.9643975065999999,0.00372652823109122,1.0,1.0,1.0,1.0,0.0
hcmarl,tasks_completed,10,True,2602.3025,2602.0843999999997,2602.5024000000003,2602.198,0.4634872645979583,2637.5,2629.5,2651.3333333333335,2639.9,12.705641791477255
hcmarl,value_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
hcmarl,violation_rate,10,False,0.007671694500000001,0.007307638000000001,0.008697378,0.0079511116,0.000911819754307615,0.0,0.0,0.0,0.0,0.0
hcmarl,wall_time,10,,8611.407510748,8472.73952575292,8701.625605694,8592.865860182601,133.60694653843728,nan,nan,nan,nan,nan
mappo,actor_loss,10,False,0.0125558545,0.0112618508,0.015265525971428572,0.013039018199999999,0.0025534509259301876,-0.09271125,-0.09307425000000001,-0.0924034,-0.09285790000000001,0.0006443159076795241
mappo,constraint_recovery_time,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,cost_critic_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,cost_ema,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mappo,critic_loss,10,False,3.1751917914999996,2.5732807133166675,4.281759447142858,7.059607721400001,12.267215606565426,1.1140819999999998,0.9224481464285714,2.092087142857143,1.5966744,1.2267746488889926
mappo,cumulative_cost,10,False,26.526,20.906333333333333,39.42,36.624199999999995,30.817204350095672,0.0,0.0,0.6,0.4,0.6992058987801011
mappo,cumulative_reward,10,True,-9052.006431703,-9087.303196366,-9027.7439040792,-8838.697616686799,720.4276309356458,-8936.19985075,-8966.437145161904,-8929.285358166666,-8671.2414299,884.0538936266279
mappo,ecbf_interventions,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mappo,entropy,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,forced_rest_rate,10,,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
mappo,jain_fairness,10,True,0.999999717,0.9999994376,0.9999998326699999,0.9999987986000001,2.8955714922261487e-06,1.0,1.0,1.0,1.0,0.0
mappo,lambda,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,lazy_agent_flag,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mappo,peak_fatigue,10,False,0.5633716599999999,0.5633716599999998,0.5633716599999999,0.5605084360099999,0.009054309259635162,0.5355025550000001,0.5305393433333334,0.548727925,0.53561475,0.01633540645984801
mappo,per_agent_entropy_mean,10,,0.6931256375000001,0.69309716,0.6935136416000001,0.7621728320000001,0.21813999051204314,nan,nan,nan,nan,nan
mappo,per_agent_entropy_min,10,,0.6930702040000001,0.6930693812000001,0.6930717954607143,0.7607650088000001,0.21406972114576686,nan,nan,nan,nan,nan
mappo,policy_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,safety_autonomy_index,10,,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan
mappo,safety_rate,10,True,0.9701614574999999,0.947828905685,0.9765972273333334,0.9504095858000001,0.05645063959325346,1.0,0.9987501999999999,1.0,0.9991667,0.0014567001559842156
mappo,tasks_completed,10,True,1457.6,1457.517142857143,1457.8893333333333,1507.7105999999999,158.4497273096072,2657.0,2531.139285714286,2708.8,2627.1,109.00198774945956
mappo,value_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo,violation_rate,10,False,0.009210411500000001,0.007259151666666668,0.013687494000000001,0.012716735000000002,0.010700418248022365,0.0,0.0,0.00020820000000000002,0.00013879999999999999,0.00024262444687669503
mappo,wall_time,10,,8372.6248185935,8197.0238636656,8586.735201152667,8395.552166195199,224.7593208047554,nan,nan,nan,nan,nan
mappo_lag,actor_loss,10,False,0.009151575,0.006373659,0.015853978400000003,0.010296052400000002,0.00574846528438468,-3.313028,-4.2640282,-2.449620320833334,-3.3256338,1.162249795534582
mappo_lag,constraint_recovery_time,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo_lag,cost_critic_loss,10,False,1.0473e-05,9.838285714285714e-06,1.0809599999999999e-05,1.0707199999999998e-05,1.4023038821089314e-06,0.0,0.0,0.0,0.0,0.0
mappo_lag,cost_ema,10,False,0.047180599,0.03970487966666667,0.0545451492,0.061716746800000014,0.0524508457505165,0.0161675,0.013746,0.022607166666666664,0.021715,0.016739905893801598
mappo_lag,critic_loss,10,False,2.7984083014999994,2.481976127,3.0665430348,6.1884702688,10.970275325649924,1.089407,0.920501,1.3574404000000002,1.4452275,1.1536331923669334
mappo_lag,cumulative_cost,10,False,22.851,18.918244642857147,26.176108928571427,29.411,24.657840046885244,0.0,0.0,0.5,0.2,0.42163702135578396
mappo_lag,cumulative_reward,10,True,-9040.8339792265,-9058.513869291499,-9025.240147701004,-8808.5513201542,743.1234435345244,-8933.03485575,-8964.6216615,-8927.588360833333,-8669.4004748,872.7038775472238
mappo_lag,ecbf_interventions,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mappo_lag,entropy,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo_lag,forced_rest_rate,10,,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
mappo_lag,jain_fairness,10,True,0.999999611,0.9999992208,0.9999999034303573,0.9999988455999999,2.500985903337553e-06,1.0,1.0,1.0,1.0,0.0
mappo_lag,lambda,10,,8.043746266500001,4.790626534,14.594516720000001,9.562755411800001,5.770623941324581,nan,nan,nan,nan,nan
mappo_lag,lazy_agent_flag,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mappo_lag,peak_fatigue,10,False,0.5633716599999999,0.5633716585599999,0.5633716599999999,0.5602853433239999,0.009759789011808942,0.53733792,0.5299238670357143,0.545075224,0.5347160700000001,0.015599822251698906
mappo_lag,per_agent_entropy_mean,10,,0.6931120830000002,0.6930927017857142,0.6931502575649999,0.7582637930000001,0.20602276121980626,nan,nan,nan,nan,nan
mappo_lag,per_agent_entropy_min,10,,0.6930703220000001,0.6930692374285715,0.6930871053333334,0.7579813812,0.20525476187474231,nan,nan,nan,nan,nan
mappo_lag,policy_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo_lag,safety_autonomy_index,10,,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan
mappo_lag,safety_rate,10,True,0.9751083385,0.9706063341500001,0.9789175064,0.9610462522000001,0.04574861836113416,1.0,0.9989585,1.0,0.9995834,0.0008782699154840751
mappo_lag,tasks_completed,10,True,1457.6395,1456.2592,1457.9620000000002,1506.7968,157.6746248370711,2483.75,2425.2,2615.6,2514.5,106.98416289858565
mappo_lag,value_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
mappo_lag,violation_rate,10,False,0.0079343645,0.006568828761607144,0.009088917910714284,0.0102121484,0.008561753267246184,0.0,0.0,0.0001735,6.939999999999999e-05,0.000146308046410457
mappo_lag,wall_time,10,,9478.826118718502,9338.758205640668,9654.838813920001,9494.027020163401,170.9675402171619,nan,nan,nan,nan,nan
happo,actor_loss,10,False,-0.002967937,-0.003995121946428572,-0.002024526585714286,-0.0032643991999999995,0.0016034986515281585,-0.14698325,-0.1494198,-0.143927,-0.1460839,0.004587833752921356
happo,constraint_recovery_time,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,cost_critic_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,cost_ema,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happo,critic_loss,10,False,10.4070632455,7.596820780666666,17.912129104491648,20.692848397600002,30.70960298137169,4.730956,3.804243833333333,6.762322058749998,6.233422299999999,4.531338823492481
happo,cumulative_cost,10,False,1268.8110000000001,818.2040178571434,1437.5883333333334,1184.2236,380.6993295745198,32.0,25.571428571428573,60.8,47.2,36.21785931461622
happo,cumulative_reward,10,True,-12394.759383736,-12881.915433486,-10834.993407140593,-12006.354685703798,1233.0120322622645,-7727.792705000001,-8348.136030499998,-7124.797427478572,-7792.2455669,786.3204509834312
happo,ecbf_interventions,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happo,entropy,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,forced_rest_rate,10,,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
happo,jain_fairness,10,True,0.9755370285,0.9650827880000001,0.9909326586666666,0.9777318688,0.013567207217506738,0.9999002499999999,0.9997935,0.999968,0.9998814000000001,9.97955688172209e-05
happo,lambda,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,lazy_agent_flag,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happo,peak_fatigue,10,False,0.594150025145,0.5926455534039999,0.5950858142166667,0.59803805805,0.022804009748087557,0.52133283,0.503818055,0.5352780819999999,0.520563447,0.0177737247299584
happo,per_agent_entropy_mean,10,,0.7215237705,0.654202414,0.8388128144,0.7381021021999999,0.10891542559950021,nan,nan,nan,nan,nan
happo,per_agent_entropy_min,10,,0.5122532824999999,0.5114840743999999,0.5139404444,0.5303994568,0.05717811594342798,nan,nan,nan,nan,nan
happo,policy_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,safety_autonomy_index,10,,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan
