method_or_rung,metric,n_seeds,higher_is_better,final_window_mean_iqm,final_window_mean_ci_lo,final_window_mean_ci_hi,final_window_mean_mean,final_window_mean_std,best_iqm,best_ci_lo,best_ci_hi,best_mean,best_std
happo,safety_rate,10,True,0.3091521059999999,0.30170470697857144,0.316479892,0.32038792099999996,0.06696640623126414,0.93385425,0.8887501999999999,0.9487006674107142,0.9127084,0.05752951108044945
happo,tasks_completed,10,True,2032.881,1863.2540000000001,2124.110857142857,2007.9328,149.73124024420113,2556.0,2506.25,2606.4285714285716,2553.9,57.365204319924345
happo,value_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
happo,violation_rate,10,False,0.440559367,0.28409860855357166,0.4991626243333333,0.4111887468,0.13218727352849194,0.011111000000000001,0.008878714285714287,0.021111200000000004,0.016388800000000002,0.012575607966747905
happo,wall_time,10,,39493.90322406801,38298.63604085851,40123.50449843629,39330.7551243182,1127.9975570809193,nan,nan,nan,nan,nan
shielded_mappo,actor_loss,10,False,-0.014170059000000002,-0.023834749500000002,-0.0105663836,0.006156505399999996,0.07374059766783213,-0.133311,-0.13366419999999998,-0.132473,-0.1331057,0.0006699019911731698
shielded_mappo,constraint_recovery_time,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,cost_critic_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,cost_ema,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shielded_mappo,critic_loss,10,False,0.7537744364999999,0.4724087332,1.8019697032,1.1159173356,0.8673715929834515,0.06108325,0.0490932,0.0741185,0.0621294,0.01521649114320089
shielded_mappo,cumulative_cost,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shielded_mappo,cumulative_reward,10,True,-7248.0331052476,-7278.294676999999,-7217.548118,-7248.0331052476,31.900236047412854,-7238.856750999999,-7275.332116800001,-7216.8024506,-7245.5989587,30.49128089068445
shielded_mappo,ecbf_interventions,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shielded_mappo,entropy,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,forced_rest_rate,10,,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan
shielded_mappo,jain_fairness,10,True,1.0,1.0,1.0,0.9999999864,4.300697619076132e-08,1.0,1.0,1.0,1.0,0.0
shielded_mappo,lambda,10,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,lazy_agent_flag,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shielded_mappo,peak_fatigue,10,False,0.43659648000000006,0.40353252999999994,0.4696604300000002,0.43659648000000006,0.03485246348064156,0.43659648000000006,0.40353253,0.46966043000000013,0.43659648000000006,0.03485246348064144
shielded_mappo,per_agent_entropy_mean,10,,0.6620942463999999,0.661563,0.662618,0.6620942463999999,0.0005521977480101256,nan,nan,nan,nan,nan
shielded_mappo,per_agent_entropy_min,10,,0.662090922,0.661563,0.662618,0.662090922,0.0005555904194399098,nan,nan,nan,nan,nan
shielded_mappo,policy_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,safety_autonomy_index,10,,1.0,1.0,1.0,1.0,0.0,nan,nan,nan,nan,nan
shielded_mappo,safety_rate,10,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
shielded_mappo,tasks_completed,10,True,1796.984,1794.0,1800.0,1796.984,3.1457738846479866,1801.6,1794.2857142857142,1805.5,1800.2,5.411920998027308
shielded_mappo,value_loss,10,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
shielded_mappo,violation_rate,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shielded_mappo,wall_time,10,,18662.334725828,18368.343676683333,19223.630298238666,18772.406209547804,509.81213817025014,nan,nan,nan,nan,nan
